gene_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_001171252|PAGE3,0,0,0,0,0,0,0,0,0,0,0,0
NM_145800|SEPT6,411,548,816,179,744,582,662,488,662,392,734,751
NM_023010|UPF3B,1512,1748,1175,1015,1666,564,2055,1684,2055,1299,1639,1614
NM_001173487|NKRF,3,2,0,0,6,1,2,0,2,2,3,48
NM_177948|ARMCX3,38,56,170,56,2,87,9,82,9,3,44,129
NM_020384|CLDN2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139466|TBL1X,379,0,894,0,504,0,0,374,0,0,423,0
NM_001282142|TFE3,945,443,693,505,391,534,696,309,696,237,770,456
NM_001042537|SLC9A6,1622,1840,521,809,647,723,2035,1462,2035,1184,985,527
NR_049865|MIR548AX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171135|ZBED1,3318,0,5120,12,441,2,509,599,509,1,8,409
NM_198279|CXorf23,495,743,428,261,414,177,533,350,533,315,470,386
NM_001173479|ARHGEF9,12,21,6,0,139,6,186,479,186,74,0,123
NM_001127898|CLCN5,0,0,0,0,0,0,0,0,0,275,0,0
NM_002436|MPP1,1018,1271,1745,1135,1298,468,2038,1097,2038,1271,514,1366
NM_175723|SSX5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127197|ELF4,2418,2010,4682,951,2049,1919,2270,1307,2270,0,2202,1378
NM_153488|MAGEA2B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001201538|ARSF,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282201|ZNF630,175,102,154,77,96,48,90,81,90,25,161,114
NM_001173489|PRRG1,0,2,0,0,0,0,3,0,3,0,0,0
NM_024917|TRMT2B,761,361,932,35,302,302,313,293,313,514,615,708
NM_001143978|ZCCHC18,23,27,48,11,23,19,44,31,44,52,28,26
NM_005634|SOX3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169574|CXorf58,0,0,0,0,3,0,0,0,0,0,0,0
NR_036174|MIR3202-1,0,0,0,0,0,0,0,0,0,0,0,0
NR_111960|KDM6A,249,340,310,203,180,216,14,167,14,320,379,362
NM_030624|KLHL15,1696,1758,1180,550,947,556,1331,1166,1331,967,1119,1318
NM_001172436|PHKA1,0,0,0,0,0,0,0,0,0,0,0,0
NM_016610|TLR8,0,0,0,0,3,5,0,0,0,0,0,0
NM_004493|HSD17B10,4552,3504,5409,3174,3774,1841,5844,2844,5844,2196,2928,3526
NM_001101357|CCDC160,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008534|AKAP14,0,0,0,0,0,0,0,0,0,0,0,0
NR_132337|DANT2,0,0,3,0,0,0,0,0,0,0,5,0
NM_001136157|OTUD5,560,701,723,2472,650,1257,3012,2035,3012,1694,1818,1032
NM_006280|SSR4,5633,4263,6888,7746,5800,1287,6612,6317,6612,3129,9617,6142
NR_031667|MIR548M,0,0,0,0,0,0,0,0,0,0,0,0
NM_006730|DNASE1L1,213,138,331,217,154,11,202,116,202,10,27,235
NM_001080145|CT47A2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001258423|SMS,209,236,281,459,558,87,624,893,624,172,337,472
NM_033495|KLHL13,136,7,41,0,6,0,0,7,0,0,5,47
NM_001143983|CHRDL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001031855|LONRF3,0,36,2,0,0,0,0,0,0,0,100,0
NM_001007551|CT45A5,0,0,0,0,0,0,0,0,0,0,0,0
NR_024503|FMR1-AS1,3,0,0,0,0,0,0,0,0,0,0,0
NM_001142424|MORF4L2,863,1555,1530,1159,986,354,1710,1048,1710,1010,1200,1253
NM_001242497|FAM156A,0,0,0,0,0,14,0,0,0,0,32,16
NM_172377|CTAG2,0,0,0,4,0,0,0,0,0,0,0,0
NM_001142524|BHLHB9,24,0,42,44,65,43,37,4,37,41,71,131
NM_001098408|GAGE12C,0,0,0,0,0,0,0,0,0,0,0,0
NR_030620|MIR374B,1,2,2,1,2,0,2,1,2,0,2,1
NR_033262|PRRG3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001300901|TCEAL4,0,2,0,1,0,0,3,0,3,1,1,2
NM_203475|PORCN,157,0,0,89,52,83,9,1,9,1,86,1
NR_029523|MIR106A,0,0,0,0,0,0,0,0,0,0,0,2
NM_007131|ZNF75D,809,661,659,334,545,247,640,585,640,470,740,532
NM_002765|PRPS2,3881,5970,3821,3245,4019,1610,5839,4243,5839,1815,3950,4855
NM_002970|SAT1,3330,3135,5138,3064,2525,1460,3501,3988,3501,2492,4423,3209
NM_033018|CDK16,1109,32,1629,1174,263,631,1924,881,1924,851,963,555
NM_001145140|CXorf49,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256789|CACNA1F,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142530|BHLHB9,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142426|MORF4L2,126,285,151,131,213,49,264,109,264,65,139,217
NM_182681|AMELX,0,0,0,0,0,0,0,0,0,0,0,0
NM_000402|G6PD,2681,1556,3512,2353,2383,882,3277,1869,3277,1251,1442,1359
NM_152578|FMR1NB,0,0,0,0,0,0,0,0,0,0,0,0
NM_000381|MID1,25,54,23,22,4,12,20,12,20,12,6,53
NM_001168363|PCDH11X,0,0,0,0,0,0,0,0,0,0,0,0
NM_019848|SLC10A3,1036,526,1005,507,669,335,640,752,640,502,738,547
NM_005369|MCF2,0,0,0,0,0,0,0,0,0,0,0,0
NR_110646|CHMP1B2P,0,0,0,0,0,0,0,0,0,0,0,0
NM_052817|MID2,0,0,0,0,0,0,0,0,0,0,0,0
NM_033641|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NR_030224|MIR500A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282648|SLC35A2,0,0,0,0,0,0,0,0,0,0,0,0
NR_033125|ALG13,65,34,31,0,23,0,42,28,42,38,49,28
NM_001171908|CXorf40A,137,118,64,48,47,71,182,289,182,71,130,140
NM_001085354|MORC4,0,45,43,0,15,0,0,0,0,0,0,35
NM_001303545|VBP1,59,171,89,0,240,0,165,0,165,105,0,229
NR_104390|TAF1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166387|MAGEA12,0,0,0,0,0,0,0,0,0,0,0,0
NM_004840|ARHGEF6,4029,2907,3466,1573,2434,1442,3203,2473,3203,2379,1326,2269
NM_001291529|CT45A10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008537|KIAA2022,656,218,512,68,177,442,327,271,327,177,133,146
NR_039926|MIR4769,0,0,0,0,0,0,0,0,0,0,0,0
NM_022144|TNMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159702|FHL1,2,14,0,94,0,0,4,0,4,0,20,0
NR_030226|MIR502,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143981|CHRDL1,19,0,18,0,12,0,0,10,0,18,0,0
NR_033742|FRMD8P1,0,2,2,0,2,0,0,2,0,0,3,3
NM_003069|SMARCA1,8,0,0,3,27,0,24,30,24,43,4,7
NM_133499|SYN1,41,0,0,47,35,0,76,0,76,0,0,47
NM_001475|GAGE5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291416|KDM6A,618,668,917,583,694,514,749,598,749,842,557,960
NR_034031|LOC389906,554,240,610,556,387,222,523,439,523,410,309,524
NM_006603|STAG2,3456,3242,1881,0,3767,2745,5086,3916,5086,3998,4687,2170
NM_014725|STARD8,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195577|TRPC5OS,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282312|FAM3A,75,63,0,0,0,0,0,0,0,0,40,0
NM_001195081|CLDN34,0,0,0,0,0,0,0,0,0,0,0,0
NR_046742|ZNF630-AS1,0,3,0,0,0,0,0,0,0,0,0,0
NR_028345|LINC00632,0,0,0,0,0,0,0,0,0,0,0,0
NM_004344|CETN2,975,1086,1039,837,977,438,1403,1100,1403,814,1075,944
NM_001146702|KDM5C,738,195,1866,283,144,223,325,107,325,205,181,363
NM_017514|PLXNA3,694,519,616,646,878,350,1018,862,1018,482,789,439
NM_014710|GPRASP1,0,0,0,0,39,0,136,0,136,0,126,0
NM_002351|SH2D1A,0,12,221,12,120,0,1,82,1,17,12,38
NM_001168399|BEX2,0,3,2,6,0,0,0,3,0,0,44,6
NR_003255|TSIX,50,15,4531,1374,30,392,20,23,20,800,46,1277
NR_110398|PABPC1L2B-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NR_104391|TAF1,1,0,0,0,1,0,1,1,1,2,1,0
NM_130777|XAGE2,0,0,0,0,0,0,0,0,0,0,0,0
NR_030239|MIR514A2,0,0,0,0,0,0,0,0,0,0,0,0
NM_002668|PLP2,5472,4056,6207,2313,2927,2017,3723,3853,3723,2948,4900,4602
NM_001297564|TCEANC,0,68,74,0,0,0,40,0,40,116,0,0
NM_006013|RPL10,20922,12284,6569,1065,9660,2035,11865,9853,11865,7480,6359,11999
NM_001167989|PQBP1,212,32,65,41,159,99,208,35,208,136,30,49
NM_001080975|REPS2,0,0,10,0,0,0,0,0,0,0,0,0
NR_000011|SNORA70,178,165,245,127,129,79,195,98,195,105,150,110
NM_001127688|BEX4,0,57,0,0,0,0,0,21,0,0,39,0
NM_001256187|SNX12,372,43,104,23,687,214,705,652,705,0,379,94
NM_138362|FAM104B,15,29,17,20,20,12,0,45,0,27,23,23
NM_001271560|LOC389895,3,4,0,3,3,0,0,0,0,0,0,3
NR_131204|XACT,0,1,0,0,0,0,0,0,0,0,0,0
NM_004961|GABRE,0,0,0,0,0,0,0,0,0,0,0,0
NM_024921|POF1B,58,65,82,14,126,26,61,74,61,4,276,90
NM_001159700|FHL1,0,0,0,0,0,0,0,0,0,0,0,0
NR_031581|MIR764,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009933|DNASE1L1,118,167,0,0,85,0,100,131,100,0,99,0
NR_037842|LINC00102,4,7,0,0,0,0,0,0,0,0,0,5
NR_039764|MIR4536-1,0,0,0,0,0,0,0,0,0,0,0,0
NM_012084|GLUD2,528,396,396,145,217,166,352,222,352,214,346,388
NM_017681|NUP62CL,41,48,51,8,22,22,41,56,41,18,79,29
NR_102703|MAGEA8-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_003022|SH3BGRL,10946,10446,8551,6199,7406,4054,9789,8657,9789,6606,9691,7506
NM_003588|CUL4B,7,0,0,3172,0,0,0,0,0,0,0,0
NM_001128173|PAK3,0,0,0,0,0,0,0,0,0,0,0,0
NM_178470|DCAF12L1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170783|FAM122C,34,28,48,17,23,18,27,59,27,0,41,25
NM_001271187|RAP2C,2283,2600,3156,19,21,849,22,0,22,1562,63,30
NM_152869|RGN,4,0,0,0,0,0,0,0,0,0,0,0
NM_001243804|ZC4H2,0,120,55,59,53,0,0,68,0,97,29,71
NM_001173490|PRRG1,0,0,0,0,0,0,0,0,0,0,0,0
NM_005448|BMP15,0,0,0,0,0,0,0,0,0,0,0,0
NR_027455|LINC00893,70,79,67,16,26,14,117,20,117,39,27,71
NM_013347|RPA4,7,7,16,2,9,5,7,8,7,8,5,2
NR_036049|MIR1184-1,0,0,0,0,0,0,0,0,0,0,1,0
NM_001291868|NHS,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168299|KLHL13,0,0,0,0,0,173,0,0,0,0,0,0
NM_032461|SPANXB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282674|NGFRAP1,0,0,12,0,0,0,0,0,0,1,0,27
NM_001171193|GDPD2,0,0,0,0,0,0,0,0,0,0,0,0
NR_030409|MIR767,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145139|CXorf49B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204467|RBM10,1562,1425,2848,1407,1976,1190,2465,1508,2465,1154,2232,1736
NM_001166400|MAGEA8,3,0,0,4,0,0,6,0,6,0,0,0
NR_002226|INGX,0,0,0,6,1,11,0,3,0,0,0,0
NM_001199973|RPL36A-HNRNPH2,27,0,2,0,0,79,33,0,33,0,0,38
NM_001009932|DNASE1L1,497,176,339,146,136,113,319,321,319,74,444,200
NM_001304963|NUDT10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184896|PHF8,5,0,0,0,0,294,0,0,0,0,0,4
NM_001032393|HNRNPH2,836,821,724,161,704,139,781,1135,781,461,367,542
NM_152630|FAM46D,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242491|FAM156A,618,661,0,52,4,89,853,4,853,0,105,77
NM_001139457|BCAP31,1323,570,686,1963,2073,322,3110,1523,3110,281,1871,1339
NM_002186|IL9R,405,221,82,30,59,130,68,47,68,47,74,95
NM_001039590|USP9X,1473,2568,1587,953,978,1218,1674,2076,1674,1265,933,2270
NM_001078172|FAM127B,343,344,321,252,227,139,323,236,323,218,217,254
NM_001195576|TRPC5OS,0,0,0,0,0,0,0,0,0,0,0,6
NM_017413|APLN,146,277,85,102,35,26,201,128,201,53,48,225
NR_046639|PHEX-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_020922|WNK3,42,27,35,8,17,0,53,12,53,15,17,8
NM_001448|GPC4,2127,692,2365,225,405,12,723,608,723,351,25,1189
NM_173358|SSX7,0,0,0,0,0,0,0,0,0,0,0,0
NR_029850|MIR362,0,0,0,0,0,0,0,0,0,0,0,0
NM_004018|DMD,586,886,451,194,912,178,1671,517,1671,379,535,965
NM_000425|L1CAM,0,0,0,0,0,0,0,0,0,0,0,0
NM_006240|PPEF1,0,7,9,5,10,0,10,0,10,2,0,5
NR_031646|MIR548F5,0,0,0,0,0,0,0,0,0,0,0,0
NR_002993|SNORA35,0,0,0,0,0,0,0,0,0,0,0,0
NR_027456|LINC00894,56,115,57,6,38,19,108,31,108,28,54,41
NM_001421|ELF4,4622,2575,2337,1655,1377,1447,2277,2023,2277,3886,2548,2680
NM_001161530|CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0
NM_006733|CENPI,1096,1204,868,487,804,428,1149,917,1149,635,863,916
NM_198451|FOXR2,0,0,0,0,0,0,3,0,3,0,0,0
NM_017416|IL1RAPL2,0,0,0,0,0,0,0,0,0,0,0,0
NR_027760|CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291867|NHS,0,0,0,0,0,2,4,4,4,0,4,1
NR_110403|MIR325HG,0,0,0,0,0,0,0,0,0,0,0,0
NR_110409|LOC101928495,0,0,0,0,0,0,0,0,0,0,0,0
NM_001122670|PHKA1,0,0,0,0,0,0,0,0,0,0,0,0
NR_045560|UXT,6,7,3,6,3,1,3,2,3,1,2,4
NM_001098413|GAGE10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001079900|SPACA5B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128835|TRAPPC2,0,3,0,0,6,0,0,0,0,0,0,2
NM_001287759|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_005660|SLC35A2,184,82,226,71,152,89,148,40,148,69,112,78
NM_003492|TMEM187,205,109,138,221,172,59,178,140,178,97,191,133
NM_001017417|CT45A1,0,8,59,5,0,0,10,12,10,17,146,16
NM_001257231|ALG13,0,1296,0,0,248,518,80,284,80,711,672,144
NM_006123|IDS,269,128,191,173,138,56,241,134,241,127,167,234
NM_001171879|MCF2,0,0,0,0,0,0,3,0,3,0,0,0
NM_001159560|BEX5,0,0,0,19,2,0,0,15,0,9,0,0
NM_001144006|SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144010|SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0
NM_022838|ARMCX5,344,422,268,441,224,29,307,357,307,239,276,271
NM_016249|MAGEC2,0,0,0,0,0,0,0,0,0,0,0,0
NM_133179|XAGE3,0,0,0,0,0,0,0,0,0,0,0,0
NR_106750|MIR6134,0,0,0,0,0,0,0,0,0,0,0,0
NM_012280|FTSJ1,1961,1397,2134,1758,2027,716,2243,1902,2243,1331,2322,1968
NM_001006933|TCEAL3,424,466,596,267,262,0,369,402,369,234,245,488
NM_001168400|BEX2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001190708|MTRNR2L10,1,2,2,2,2,3,2,0,2,4,2,2
NM_019117|KLHL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_016303|WBP5,252,468,239,120,243,82,362,335,362,75,473,595
NR_033257|XAGE1E,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145934|TKTL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_080879|RAB40A,24,33,28,18,12,7,41,10,41,14,12,21
NM_007075|WDR45,28,12,46,7,5,23,26,11,26,16,23,12
NM_001136159|OTUD5,548,566,795,16,32,17,20,32,20,26,143,21
NM_004192|ASMTL,3885,1580,3261,3770,1657,1104,3261,1711,3261,1527,1285,2861
NM_019597|HNRNPH2,4489,4624,4127,3200,4550,1617,6017,3809,6017,3518,3538,2997
NM_001122716|PRR32,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170569|CXorf56,0,224,3,1,0,1,0,0,0,958,4,76
NM_025159|CXorf21,2609,2770,4911,1005,2302,1158,1923,2537,1923,3015,2389,2139
NM_001144064|CXorf51A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013579|AWAT1,0,0,0,0,0,0,0,0,0,0,0,0
NM_205833|IGSF1,0,4,0,0,0,0,0,0,0,7,0,0
NR_030236|MIR509-1,0,0,0,0,0,0,0,0,0,0,0,0
NR_031709|MIR513C,0,0,0,0,0,0,0,0,0,0,0,0
NM_152632|CFAP47,0,0,0,0,0,0,0,0,0,0,0,0
NM_001173454|PDHA1,593,207,170,519,346,3,911,427,911,339,676,0
NM_004015|DMD,668,1191,308,185,923,244,985,529,985,536,286,639
NM_001168485|ARMCX5,16,0,39,0,40,4,24,3,24,0,0,5
NM_001184782|CXorf57,360,136,378,189,129,93,366,0,366,169,251,295
NR_030631|MIR934,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282651|SLC35A2,2,3,2,0,0,2,1,0,1,0,3,2
NM_001301229|HMGB3,89,215,71,135,76,0,0,63,0,102,59,432
NM_000033|ABCD1,429,184,317,444,369,174,451,285,451,201,321,281
NM_014500|HTATSF1,3098,3730,3117,2032,3571,1063,3402,3249,3402,2589,2659,2300
NM_001172335|PLS3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042750|STAG2,2252,3734,1898,0,0,650,825,0,825,652,908,2192
NR_104644|LINC01204,0,0,0,0,0,0,0,0,0,0,0,0
NM_004057|S100G,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146257|ZDHHC15,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178115|ZNF185,161,0,0,0,0,0,0,0,0,0,78,116
NM_002625|PFKFB1,0,0,29,15,12,9,24,14,24,14,5,7
NM_005938|FOXO4,628,391,875,295,319,281,493,481,493,475,567,444
NR_030590|MIR891B,0,0,0,0,0,0,0,0,0,0,0,0
NR_030232|MIR513A2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001015881|TSC22D3,1,1,88,2,5,3,73,75,73,2,7,3
NM_001282283|GAB3,0,0,0,0,0,0,0,0,0,0,0,0
NM_138382|RIPPLY1,0,0,0,0,0,0,0,0,0,0,0,0
NM_021183|RAP2C,0,0,0,2725,3949,0,4504,3858,4504,0,4380,3790
NM_004014|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_175729|SSX4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199687|EDA2R,784,965,420,0,279,6,257,507,257,403,462,254
NR_120494|LOC100132304,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168385|ALG13,157,147,137,183,264,49,125,102,125,100,51,90
NM_004992|MECP2,3569,2439,3007,1275,1639,1407,2307,1952,2307,1765,2317,2333
NM_001184797|TMLHE,36,79,76,1,38,35,65,62,65,85,40,76
NR_026551|CA5BP1,295,206,452,212,227,215,262,150,262,225,294,217
NR_036256|MIR4330,0,0,0,0,0,0,0,0,0,0,0,0
NR_036255|MIR4329,0,0,0,0,0,0,0,0,0,0,0,0
NR_028089|NXF5,0,0,0,0,0,0,0,0,0,0,0,0
NM_032882|PNMA6A,6,0,12,0,9,0,4,12,4,0,6,10
NM_001170761|SRPK3,0,0,0,0,0,0,0,0,0,0,0,0
NR_024440|LOC729609,0,0,0,0,0,0,0,0,0,0,0,0
NM_174869|IDH3G,474,452,871,465,728,148,1150,208,1150,245,436,448
NM_021637|TMEM35,0,0,0,0,0,0,0,0,0,0,0,0
NM_176819|CXorf36,5,0,0,0,0,0,0,0,0,0,0,0
NM_004458|ACSL4,7572,7661,6328,4565,7713,3435,12232,8383,12232,6945,9494,6823
NR_125365|LOC401585,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017991|H2AFB2,0,0,0,0,0,3,0,0,0,0,0,0
NM_015185|ARHGEF9,1743,1927,1738,242,1199,790,1905,196,1905,962,936,1446
NM_001171876|MCF2,38,48,7,12,21,9,18,11,18,4,30,5
NM_020665|TMEM27,10,0,12,4,12,15,10,14,10,0,0,17
NR_038968|LINC01281,0,0,0,0,0,0,0,0,0,0,0,0
NM_153252|BRWD3,2705,3293,2210,1141,1462,1167,2977,1758,2977,1751,2046,2172
NM_004606|TAF1,5230,3425,3439,812,2560,2008,3456,1366,3456,2892,1833,3009
NM_001142431|MORF4L2,18,31,0,26,0,0,36,0,36,35,0,0
NM_001271805|PFKFB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_000828|GRIA3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114377|FOXP3,0,0,0,0,0,0,0,0,0,0,0,0
NM_170750|PSMD10,261,245,213,151,194,145,96,142,96,91,257,317
NM_001032383|PQBP1,357,395,441,442,296,142,417,294,417,191,320,236
NM_001080142|CT47A5,0,0,0,0,0,0,0,0,0,0,0,0
NM_032458|PHF6,1688,1744,1117,826,1598,1206,1477,1062,1477,817,902,1291
NM_001170747|PIN4,43,10,7,67,8,0,19,122,19,13,55,47
NM_006125|ARHGAP6,124,167,56,42,116,28,120,72,120,23,107,120
NM_001184875|GPRASP2,0,0,0,0,0,0,0,0,0,0,0,0
NR_110654|LINC01496,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168303|KLHL13,0,0,0,0,0,0,0,0,0,0,0,0
NM_177456|MAGEC3,0,0,0,0,0,0,0,0,0,0,0,0
NM_057162|KLHL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278691|SSX1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178106|ZNF185,2,98,156,38,54,0,98,128,98,72,25,0
NM_001139501|FGF13,0,0,0,0,0,0,0,0,0,0,0,1
NR_028476|RBMX,180,520,416,125,238,121,109,0,109,0,0,120
NM_001018055|BRCC3,1466,1607,861,738,896,774,1914,1483,1914,979,1288,1272
NR_038405|FGF13-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282874|SMARCA1,17,0,0,77,0,0,91,0,91,0,0,9
NR_110390|LOC101928201,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170460|CDK16,6,583,11,2,5,0,6,3,6,3,8,4
NM_001282631|ARSE,0,0,0,0,0,0,0,0,0,0,0,0
NR_110401|MIR325HG,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098412|GAGE13,0,0,0,0,0,0,0,0,0,0,0,0
NM_012227|GTPBP6,2284,1445,2712,1950,2871,617,3644,2422,3644,1126,2326,2790
NM_001282187|CYSLTR1,1,0,0,1,0,0,0,0,0,1,0,0
NM_058163|TSR2,3083,2164,3555,1724,2324,1088,2710,1951,2710,1771,2067,1895
NM_206917|NGFRAP1,152,137,309,70,81,36,382,116,382,32,136,433
NM_001015877|PHF6,4233,4658,3693,1205,2352,1666,2983,3169,2983,2808,3278,3432
NR_029379|PHKA2-AS1,25,23,48,18,21,10,56,16,56,18,35,10
NM_001256119|NAA10,195,222,451,260,0,0,476,228,476,131,272,243
NM_001282461|SPIN2B,11,0,7,28,8,0,17,0,17,0,17,17
NM_001009613|SPANXN4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199974|RPL36A-HNRNPH2,0,0,0,431,0,0,0,0,0,0,224,0
NM_001178135|PUDP,0,31,23,0,0,16,18,1,18,1,0,3
NM_033290|MID1,0,0,0,0,0,0,0,0,0,0,0,0
NM_033215|PPP1R3F,148,159,115,173,189,54,209,179,209,101,187,139
NM_004042|ARSF,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136025|PLS3,0,0,214,0,0,106,98,0,98,0,365,0
NR_001559|VENTXP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171038|ASMT,32,7,27,4,15,0,8,7,8,0,0,4
NM_001048164|SLC7A3,0,0,0,0,0,0,0,0,0,0,0,0
NM_014289|CAPN6,0,0,0,0,0,0,0,0,0,0,0,0
NR_030233|MIR506,0,0,0,0,0,0,0,0,0,0,0,0
NR_046643|PRKX-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282163|CLCN5,0,26,0,0,0,0,57,0,57,22,0,167
NR_027141|FAM45BP,672,668,645,373,521,412,663,596,663,345,791,475
NM_001654|ARAF,3795,2385,3660,3049,2634,1402,3774,2187,3774,1855,2428,2745
NM_012286|MORF4L2,1451,2214,1865,1316,1738,678,2316,1711,2316,1102,1616,1422
NM_001278000|LPAR4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257237|ALG13,0,0,0,0,0,0,0,218,0,0,0,0
NM_001184750|SLITRK4,0,0,0,0,0,0,0,0,0,0,0,0
NM_021015|SSX5,0,0,0,0,0,0,0,0,0,0,0,0
NR_110456|KANTR,93,76,76,43,61,27,74,37,74,58,54,89
NM_014380|NGFRAP1,2,16,4,9,6,1,27,2,27,1,10,31
NM_001257241|ALG13,0,31,0,0,13,24,17,23,17,30,41,13
NM_001271696|ABCB7,1284,1492,927,273,816,510,1653,1176,1653,904,885,1134
NM_005333|HCCS,1676,1493,1438,1021,1319,389,1999,1430,1999,989,1339,1269
NM_001128834|PLP1,3,0,0,0,0,0,0,0,0,0,0,0
NM_001018025|MTCP1,46,56,59,24,32,82,98,40,98,24,104,53
NM_001242617|NXT2,772,813,641,292,665,306,1279,1077,1279,512,580,708
NM_152634|TCEANC,56,97,17,52,0,0,1,37,1,1,2,2
NM_001171134|FAM3A,88,90,130,269,112,0,149,54,149,74,216,70
NM_001170331|LANCL3,0,0,0,0,0,0,0,0,0,0,0,0
NR_026694|ZCCHC18,34,25,29,12,21,0,14,17,14,14,16,12
NM_145799|SEPT6,24519,24964,49308,18727,11543,14474,18581,16367,18581,22677,17643,21513
NM_005096|ZMYM3,445,341,477,0,250,320,627,415,627,341,296,373
NM_153346|BEND2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166700|FAM104B,39,52,33,49,15,0,42,17,42,42,21,33
NM_001098409|GAGE12G,0,0,0,0,0,0,0,0,0,0,0,0
NM_078628|MSL3,1213,1977,2329,1739,1305,567,2333,1375,2333,2425,2506,2039
NM_001166699|FAM104B,11,18,14,18,10,0,0,24,0,22,18,13
NM_194277|FRMD7,0,0,0,0,3,0,0,0,0,0,0,0
NM_001306145|MTMR1,5,63,7,35,102,2,91,55,91,42,11,11
NR_039765|MIR548AN,0,4,0,1,3,0,1,2,1,0,1,2
NM_001104544|TMEM255A,0,0,0,0,0,0,0,0,0,0,0,0
NR_039924|MIR4767,0,0,0,4,4,0,2,3,2,0,2,1
NR_045617|SMPX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009609|SPANXN3,0,0,0,0,0,0,0,0,0,0,0,0
NR_110383|PLS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_004469|FIGF,0,0,0,0,0,0,3,4,3,0,0,0
NM_003639|IKBKG,115,177,591,0,3,59,416,40,416,40,33,286
NM_000266|NDP,0,0,0,0,0,0,0,0,0,0,0,0
